0,10001
1,1025
2,1030
3,1043
4,10634
5,10691
6,10938
7,10948
8,11101
9,11118
10,11128
11,1137
12,11515
13,11585
14,11587
15,11639
16,11673
17,11674
18,11818
19,11819
20,11827
21,11845
22,1197
23,12136
24,12173
25,12194
26,12198
27,12353
28,12354
29,1239
30,12391
31,12602
32,12625
33,1263
34,12635
35,1267
36,12825
37,12834
38,1286
39,1287
40,13223
41,13249
42,13314
43,13429
44,13531
45,13628
46,13667
47,13857
48,13861
49,13930
50,14065
51,14241
52,14325
53,14378
54,14456
55,14668
56,14695
57,14726
58,14881
59,14904
60,1500
61,15062
62,15064
63,15074
64,15075
65,15081
66,15229
67,1524
68,15241
69,15384
70,15438
71,15439
72,15463
73,15532
74,1636
75,16429
76,16451
77,16458
78,16490
79,16583
80,16631
81,16652
82,16785
83,16787
84,16873
85,16897
86,16898
87,16902
88,16986
89,16992
90,17002
91,17007
92,17062
93,17076
94,17168
95,17235
96,17313
97,17367
98,17369
99,17509
100,11826
101,12958
102,14905
103,16623
104,17514
105,1898
106,20538
107,21986
108,23409
109,25429
110,27402
111,29659
112,30743
113,31737
114,33070
115,3538
116,37611
117,38938
118,40110
119,42060
120,43818
121,45650
122,47341
123,49048
124,50248
125,51945
126,5336
127,5547
128,57516
129,58953
130,61337
131,63338
132,6522
133,67330
134,68966
135,70645
136,71690
137,7584
138,17610
139,17638
140,17659
141,1768
142,17682
143,1771
144,17751
145,17758
146,17807
147,17814
148,17907
149,1802
150,18117
151,18169
152,18269
153,18370
154,18431
155,18448
156,18740
157,18805
158,1899
159,19044
160,19148
161,19154
162,19318
163,19365
164,19461
165,19488
166,19605
167,19713
168,1972
169,19729
170,19860
171,19960
172,19962
173,20011
174,20165
175,20345
176,2035
177,20509
178,20545
179,20563
180,2066
181,20727
182,20848
183,20879
184,20978
185,21178
186,21229
187,21302
188,21424
189,21535
190,2155
191,21728
192,21790
193,21798
194,21832
195,2184
196,21847
197,21850
198,220
199,22024
200,22038
201,2208
202,22123
203,22132
204,22169
205,22191
206,22436
207,22510
208,22559
209,22680
210,22727
211,22741
212,2290
213,23052
214,23113
215,23202
216,23327
217,23386
218,2342
219,23442
220,2355
221,23586
222,23602
223,23735
224,2398
225,24104
226,24128
227,24132
228,24174
229,24271
230,24623
231,24656
232,2476
233,24891
234,24898
235,25131
236,2527
237,25312
238,25456
239,26052
240,26185
241,26192
242,26236
243,26256
244,26300
245,2640
246,26461
247,26570
248,26603
249,26617
250,2682
251,26841
252,2687
253,2690
254,26955
255,27078
256,2710
257,27251
258,27472
259,27684
260,27688
261,27807
262,27981
263,2826
264,28391
265,28397
266,28481
267,28708
268,29008
269,2909
270,29096
271,29104
272,29156
273,29157
274,29211
275,29411
276,29579
277,29604
278,29742
279,29769
280,29797
281,29804
282,29992
283,30102
284,30483
285,30574
286,306
287,30622
288,30628
289,3066
290,30665
291,3067
292,30685
293,30691
294,30706
295,30708
296,30717
297,30720
298,30755
299,30823
300,30882
301,30907
302,30961
303,31077
304,31082
305,31104
306,31154
307,3119
308,31191
309,31233
310,31244
311,31295
312,31393
313,31433
314,31492
315,31565
316,31607
317,3161
318,31763
319,31767
320,31960
321,32064
322,32067
323,32074
324,32211
325,32212
326,32238
327,32325
328,3255
329,32553
330,3268
331,3291
332,32923
333,32926
334,32984
335,33012
336,33058
337,33067
338,33084
339,33086
340,33118
341,33541
342,33580
343,33835
344,33837
345,34009
346,34182
347,34192
348,34232
349,34270
350,3443
351,34752
352,34774
353,3487
354,35218
355,35280
356,35292
357,35349
358,35446
359,35559
360,35802
361,35809
362,35829
363,35987
364,36652
365,3677
366,36890
367,36893
368,36896
369,370
370,37031
371,37039
372,3711
373,37137
374,37147
375,37319
376,37334
377,37341
378,37622
379,37680
380,37692
381,3778
382,37934
383,38207
384,38250
385,38335
386,38463
387,3870
388,38727
389,38728
390,38733
391,38774
392,38788
393,38822
394,3883
395,38837
396,38843
397,38879
398,38950
399,39025
400,39113
401,39151
402,39175
403,39237
404,39287
405,39297
406,39346
407,39389
408,39483
409,39544
410,39573
411,39657
412,3970
413,3984
414,39968
415,40032
416,40037
417,40041
418,40202
419,40325
420,40580
421,40584
422,40630
423,4070
424,40900
425,41058
426,41246
427,41269
428,41298
429,41314
430,41347
431,41362
432,4149
433,41496
434,41517
435,41553
436,41670
437,41883
438,4222
439,4225
440,4226
441,42312
442,42328
443,42590
444,42677
445,42705
446,42761
447,42769
448,42840
449,42915
450,42984
451,4313
452,43206
453,4344
454,4345
455,43771
456,43787
457,43806
458,43824
459,43884
460,43916
461,4392
462,43943
463,44205
464,44235
465,4433
466,44394
467,4445
468,44468
469,4447
470,4458
471,44621
472,4474
473,4495
474,45073
475,45124
476,4525
477,4534
478,4572
479,45757
480,45838
481,45881
482,45888
483,45904
484,4601
485,46069
486,4620
487,463
488,46462
489,46607
490,46674
491,46780
492,46788
493,46793
494,46799
495,46858
496,46938
497,4695
498,4766
499,47724
500,47844
501,47941
502,48012
503,48120
504,4813
505,48143
506,48170
507,48312
508,48369
509,48438
510,4867
511,48739
512,48741
513,48784
514,48859
515,48884
516,48911
517,49024
518,49103
519,49171
520,49271
521,49373
522,49423
523,49498
524,49503
525,49541
526,4963
527,49788
528,49830
529,49843
530,49862
531,49865
532,4987
533,49918
534,50007
535,50015
536,5014
537,50210
538,50264
539,50279
540,50503
541,50568
542,50641
543,50763
544,50775
545,50903
546,51061
547,51094
548,51105
549,51124
550,51156
551,51181
552,51451
553,51541
554,51551
555,51712
556,5181
557,51866
558,52044
559,52063
560,52078
561,52081
562,52160
563,52208
564,52229
565,5223
566,52283
567,52307
568,52533
569,52609
570,52613
571,52637
572,5290
573,52908
574,52963
575,5316
576,53218
577,53358
578,53378
579,53467
580,54193
581,54194
582,54207
583,54549
584,54643
585,54735
586,54826
587,54962
588,55010
589,55021
590,55033
591,5514
592,5516
593,55349
594,55355
595,55356
596,55384
597,55397
598,55483
599,55750
600,55813
601,55836
602,5609
603,56139
604,56170
605,5619
606,56320
607,56356
608,5639
609,5641
610,5647
611,5658
612,5660
613,5661
614,56884
615,5691
616,573
617,57377
618,57520
619,57538
620,57600
621,5773
622,57844
623,57846
624,5786
625,57901
626,57921
627,57990
628,58007
629,58014
630,58282
631,58469
632,58485
633,58535
634,58560
635,58626
636,58678
637,58924
638,59041
639,5928
640,59520
641,5953
642,5985
643,59959
